CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,TechSupport,PaperlessBilling,Churn
CUST-00074,35,22,75.55250680627196,1757.4780495380833,Two year,Electronic check,No,Yes,0
CUST-00075,43,11,93.9621684652995,980.908040497546,Month-to-month,Bank transfer,Yes,Yes,1
CUST-00076,61,58,69.92429075247748,4203.2228103202715,Month-to-month,Credit card,No,Yes,1
CUST-00077,51,57,47.22856607081342,2907.7246537812866,Two year,Credit card,Yes,No,0
CUST-00078,27,4,36.939649963157855,143.33851780238973,One year,Bank transfer,No,Yes,1
CUST-00079,53,7,82.08188035058919,520.5072142541889,One year,Credit card,Yes,Yes,0
CUST-00080,31,61,91.89907568532331,5072.846765385297,Month-to-month,Mailed check,No,No,1
CUST-00081,48,54,76.95212786820326,3855.8118906996942,One year,Bank transfer,No,Yes,0
CUST-00082,65,68,93.83512771211947,5883.14439390635,Month-to-month,Bank transfer,No,Yes,1
CUST-00083,32,1,34.15212024499601,35.84664770191983,Two year,Electronic check,Yes,No,0
CUST-00084,25,55,108.24701949431355,5709.311289279352,One year,Bank transfer,No,Yes,0
CUST-00085,31,3,78.23955084085031,241.87803023376532,One year,Credit card,Yes,No,0
CUST-00086,40,38,32.68439268925972,1128.3522189837972,Month-to-month,Electronic check,No,No,1
CUST-00087,57,1,66.1925204205735,63.48842723121385,Month-to-month,Credit card,No,No,1
CUST-00088,38,38,104.47917378659115,3759.109622598276,Month-to-month,Mailed check,No,Yes,1
CUST-00089,33,29,109.75621934531601,3040.8956014674745,Month-to-month,Mailed check,Yes,Yes,1
CUST-00090,62,5,46.46495049987615,217.9539689516915,Month-to-month,Electronic check,No,No,1
CUST-00091,35,21,91.12658247104531,1958.7884247828315,One year,Electronic check,No,No,0
CUST-00092,64,71,29.99852474837767,2199.1904918440637,Month-to-month,Credit card,No,No,1
CUST-00093,41,67,23.35458714121578,1454.7440977637038,One year,Mailed check,No,Yes,0
CUST-00094,43,47,76.03989538199428,3746.2402081075365,Month-to-month,Electronic check,No,Yes,1
CUST-00095,42,35,89.48275793281259,2975.3301866533166,Month-to-month,Mailed check,No,No,1
CUST-00096,62,68,99.5786731176502,6477.368239359025,One year,Mailed check,No,Yes,0
CUST-00097,58,69,54.02162384553347,3972.618138838141,One year,Mailed check,No,Yes,0
CUST-00098,46,1,20.6525410428887,22.30956014891796,Month-to-month,Credit card,Yes,No,1
CUST-00099,32,68,67.95192371113538,4920.853113187422,Month-to-month,Credit card,No,Yes,1
CUST-00100,62,12,21.585354537356697,240.77665987876725,One year,Mailed check,No,Yes,0
CUST-00101,18,60,29.198451067079993,1926.8411633777093,Month-to-month,Mailed check,No,No,1
CUST-00102,42,27,52.668902253174835,1471.0234390887683,Month-to-month,Mailed check,Yes,Yes,0
CUST-00103,24,56,63.71720495601772,3575.7769546844333,One year,Bank transfer,Yes,Yes,0
CUST-00104,26,23,47.94694412296486,1203.0976904150693,Month-to-month,Bank transfer,No,Yes,1
CUST-00105,41,25,78.18652665047078,2078.7375199885614,Month-to-month,Credit card,No,No,1
CUST-00106,18,21,25.53497892180952,556.7984061543584,Two year,Mailed check,No,Yes,0
CUST-00107,61,61,34.45797102395847,2244.1941199714392,One year,Bank transfer,Yes,Yes,0
CUST-00108,25,63,89.52584007554336,5510.93130036478,Month-to-month,Electronic check,Yes,Yes,1
CUST-00109,41,52,34.214085359791774,1844.7605229547273,One year,Electronic check,No,Yes,0
CUST-00110,28,25,83.97752015704225,1969.5163903554937,Month-to-month,Mailed check,No,Yes,1
CUST-00111,68,55,25.468462075336554,1537.4802965359545,Two year,Bank transfer,Yes,No,0
CUST-00112,34,46,60.73822791191404,2843.680719126463,One year,Electronic check,Yes,Yes,0
CUST-00113,25,32,37.740947012118234,1283.6118167377983,Month-to-month,Credit card,No,No,1
CUST-00114,52,55,30.963628253518642,1671.4395255187248,Month-to-month,Electronic check,Yes,Yes,1
CUST-00115,52,5,76.70327835012276,403.3510019337076,Month-to-month,Credit card,No,No,1
CUST-00116,50,36,112.83357720056217,3970.520073814593,One year,Electronic check,Yes,No,0
CUST-00117,22,49,25.478704792354883,1270.9300226220828,One year,Electronic check,No,Yes,0
CUST-00118,59,58,62.15542482180342,3805.5506561345132,Month-to-month,Bank transfer,Yes,No,0
CUST-00119,56,39,90.75354377454437,3267.898665520104,Month-to-month,Electronic check,No,Yes,1
CUST-00120,58,61,66.2687831687827,3926.6101194758485,Month-to-month,Electronic check,Yes,No,1
CUST-00121,45,9,100.64959461052452,913.9875457501812,Month-to-month,Credit card,Yes,Yes,1
CUST-00122,24,6,37.96453158641317,220.22455032171976,Month-to-month,Credit card,Yes,Yes,1
CUST-00123,26,35,115.95942050277405,3903.677719502362,One year,Electronic check,No,Yes,0
CUST-00124,25,39,58.51626277725405,2182.4798765529335,One year,Mailed check,No,Yes,0
CUST-00125,29,22,54.15696329442751,1126.5885318926664,Two year,Electronic check,Yes,No,0
CUST-00126,51,41,107.46057945031659,4713.330346476696,Two year,Electronic check,Yes,Yes,0
CUST-00127,50,5,76.38670318917666,414.2977317178871,One year,Bank transfer,No,Yes,0
CUST-00128,65,42,71.64443419028215,3129.5308615767167,One year,Electronic check,No,Yes,0
CUST-00129,40,67,92.69779195284309,5626.94076190242,Two year,Electronic check,No,No,0
CUST-00130,41,30,77.98342382810904,2473.4313822597837,Month-to-month,Credit card,No,Yes,1
CUST-00131,54,57,36.25156447571153,2079.538884104287,Month-to-month,Credit card,Yes,No,0
CUST-00132,52,29,87.41976228649297,2666.0438569621742,Month-to-month,Credit card,Yes,No,0
CUST-00133,61,37,33.34688792821285,1218.3720336354734,One year,Credit card,Yes,Yes,0
CUST-00134,57,13,100.5857705334062,1187.649685608059,One year,Electronic check,No,No,0
CUST-00135,39,32,118.97365977122709,3945.543455814196,Month-to-month,Mailed check,No,Yes,1
CUST-00136,44,46,57.73876249747763,2626.30431924158,One year,Bank transfer,Yes,No,0
CUST-00137,52,23,64.47558982020126,1593.8752708356012,One year,Bank transfer,Yes,Yes,0
CUST-00138,18,45,24.64336554828123,1161.7681317246909,Month-to-month,Mailed check,No,Yes,1
CUST-00139,52,17,21.373318808257828,353.14087251247713,Month-to-month,Mailed check,Yes,Yes,1
CUST-00140,54,66,112.14193348763277,7733.070202017855,Month-to-month,Bank transfer,Yes,No,1
CUST-00141,64,6,32.86240604391921,196.98548792302498,Month-to-month,Electronic check,No,No,1
CUST-00142,31,18,64.57787475594704,1092.5283706977948,Two year,Bank transfer,Yes,No,0
CUST-00143,20,22,101.53546238555614,2197.9889022464336,Two year,Mailed check,Yes,No,0
CUST-00144,18,33,108.93187599283195,3395.28803543838,Two year,Electronic check,No,Yes,0
CUST-00145,22,30,71.93976852834676,1944.521808420024,One year,Bank transfer,No,Yes,0
CUST-00146,43,32,76.50325249759499,2324.1300199770058,One year,Electronic check,No,No,0
CUST-00147,31,42,86.96839724632724,3440.4679806977633,One year,Electronic check,Yes,No,0
CUST-00148,56,10,116.13824701437153,1046.25158507406,One year,Mailed check,No,No,1
CUST-00149,44,36,80.26699609445052,3053.6986815696114,One year,Credit card,No,No,0
CUST-00150,26,34,75.94752594563462,2363.752639942666,One year,Bank transfer,Yes,Yes,0
CUST-00151,32,28,21.453413526599068,594.5755809323583,Month-to-month,Mailed check,No,Yes,1
CUST-00152,32,11,28.094970202235608,303.96911881442674,One year,Bank transfer,No,Yes,1
CUST-00153,43,39,77.71716266239963,2837.840897905361,Month-to-month,Credit card,No,No,1
CUST-00154,59,47,113.62403878072033,5838.976184441479,One year,Credit card,No,No,0
CUST-00155,30,19,106.6691348399395,2068.76122274608,Month-to-month,Credit card,No,No,1
CUST-00156,68,15,118.25789229922046,1885.0945604754916,Month-to-month,Credit card,No,No,1
CUST-00157,49,28,72.7834037561274,2036.3622462377305,Two year,Bank transfer,No,Yes,0
CUST-00158,56,24,98.79309384377669,2476.6931898308044,Month-to-month,Electronic check,Yes,Yes,0
CUST-00159,66,9,104.04003314893404,1024.33681827019,Month-to-month,Electronic check,No,No,1
CUST-00160,69,47,84.80316573308617,3864.9052017706053,Month-to-month,Credit card,Yes,Yes,0
CUST-00161,49,33,53.874990421450725,1779.390803065659,Two year,Credit card,Yes,Yes,0
CUST-00162,21,62,66.99784346577944,4165.943161580082,One year,Electronic check,No,Yes,0
CUST-00163,47,19,105.79170722435677,2207.828529207744,One year,Mailed check,No,Yes,0
CUST-00164,54,67,49.85479259821639,3161.9668622883964,Two year,Credit card,Yes,No,0
CUST-00165,40,40,112.37431312666486,4652.573011973954,Month-to-month,Electronic check,No,Yes,1
CUST-00166,56,47,42.98063414226651,1873.9280970485615,Month-to-month,Mailed check,Yes,Yes,0
CUST-00167,62,65,94.95164151567806,6699.024026432917,Month-to-month,Electronic check,No,Yes,1
CUST-00168,32,29,83.05592343457383,2452.1609513205954,One year,Mailed check,Yes,Yes,0
CUST-00169,60,50,94.95994411207623,5089.294190812852,One year,Bank transfer,No,No,0
CUST-00170,46,13,63.73475724325948,894.0474662527902,Month-to-month,Mailed check,No,Yes,1
CUST-00171,53,1,113.26410625539846,114.55780688595858,Month-to-month,Credit card,No,Yes,1
CUST-00172,30,34,83.24722024114774,2933.436364079968,Month-to-month,Mailed check,Yes,No,1
CUST-00173,49,48,48.82958045542563,2436.9729384727057,One year,Mailed check,No,No,0
CUST-00174,24,48,83.84550706521438,3992.774687369895,Month-to-month,Credit card,No,No,1
CUST-00175,68,49,48.68157472070312,2354.3098293323533,Month-to-month,Bank transfer,No,No,1
CUST-00176,39,64,49.36323917598742,2960.965502427041,Month-to-month,Mailed check,No,No,1
CUST-00177,45,61,59.95985116208679,3572.633239659213,One year,Bank transfer,No,No,0
CUST-00178,19,29,105.2430417569119,3351.6109794311606,One year,Electronic check,Yes,Yes,0
CUST-00179,59,39,70.0297874393992,2605.452660415527,Month-to-month,Electronic check,Yes,Yes,0
CUST-00180,62,26,87.89008422302074,2405.0851483475053,One year,Credit card,No,No,0
CUST-00181,23,17,59.1967740274463,917.6554504516763,One year,Bank transfer,No,Yes,0
CUST-00182,45,71,46.36054398068815,3270.1826902997764,Two year,Credit card,No,Yes,0
CUST-00183,45,13,115.46401607162313,1368.4640859051005,Month-to-month,Credit card,No,Yes,1
CUST-00184,61,69,80.35812471230626,5517.8741324170005,One year,Mailed check,Yes,Yes,0
CUST-00185,61,26,113.39513385827183,2669.692570187902,Month-to-month,Electronic check,Yes,Yes,0
CUST-00186,37,49,40.3413002198315,2021.514202991484,Month-to-month,Credit card,No,No,1
CUST-00187,47,67,34.68941639129328,2364.4036307734154,One year,Mailed check,No,Yes,0
CUST-00188,28,7,105.58229071239036,783.1017925925954,Month-to-month,Mailed check,No,Yes,1
CUST-00189,45,58,88.09172126172514,5194.427002127576,Month-to-month,Bank transfer,Yes,No,1
CUST-00190,42,49,38.65784992536413,2055.6231208705294,Month-to-month,Electronic check,Yes,Yes,0
CUST-00191,56,53,46.935970066353775,2628.4569842502606,Month-to-month,Bank transfer,Yes,Yes,0
CUST-00192,50,65,100.06639415253112,6026.452033366226,Month-to-month,Bank transfer,No,Yes,1
CUST-00193,18,62,65.3868619995936,3863.831787809019,Month-to-month,Credit card,No,Yes,1
CUST-00194,44,17,87.05405065060908,1339.6908062293041,One year,Bank transfer,No,Yes,0
CUST-00195,69,43,51.83520221360109,2178.1541985227936,One year,Credit card,No,Yes,0
CUST-00196,30,25,58.12299527748767,1455.8462601012254,Month-to-month,Bank transfer,No,No,1
CUST-00197,58,3,119.07125586231051,389.07339552067174,One year,Mailed check,No,Yes,1
CUST-00198,20,29,44.761708717471855,1303.8705770492554,Two year,Electronic check,No,No,0
CUST-00199,56,32,70.6456377036514,2387.7222000251204,Month-to-month,Electronic check,No,No,1
CUST-00200,23,26,104.44023431905322,2589.4624345931898,Month-to-month,Electronic check,No,Yes,1
CUST-00201,25,16,43.9223213665858,654.0080648029523,One year,Mailed check,No,Yes,0
CUST-00202,44,25,61.521375668433066,1633.6497614258933,One year,Mailed check,Yes,Yes,0
CUST-00203,26,54,81.50912873699883,4179.151663310912,Month-to-month,Bank transfer,No,No,1
CUST-00204,54,28,68.11881514751025,2048.9783102654224,Month-to-month,Bank transfer,Yes,No,0
CUST-00205,50,56,65.95022665703175,3449.349766869401,One year,Bank transfer,Yes,No,0
CUST-00206,68,65,56.25097313221236,3913.415359533551,Two year,Bank transfer,Yes,Yes,0
CUST-00207,59,41,78.6646327774925,3401.250272341622,Month-to-month,Electronic check,No,No,1
CUST-00208,61,51,82.43726979236104,4297.821791519848,Two year,Bank transfer,No,Yes,0
CUST-00209,41,71,85.32895409013626,6482.7080311783375,Month-to-month,Mailed check,Yes,Yes,0
CUST-00210,32,29,27.03681079060293,757.520573560348,Month-to-month,Mailed check,Yes,No,1
CUST-00211,49,19,83.10341757120489,1473.5008592331778,Month-to-month,Mailed check,No,No,1
CUST-00212,49,66,115.32371787812328,7089.287633507522,One year,Credit card,No,Yes,0
CUST-00213,41,41,74.09862355280836,2898.511640806232,Month-to-month,Credit card,No,No,1
CUST-00214,58,45,91.52670825092443,4074.4069890286537,Month-to-month,Credit card,No,No,1
CUST-00215,69,15,75.67323077592178,1220.4630567777715,Two year,Bank transfer,No,Yes,0
CUST-00216,66,3,105.47406185919787,290.4461803684075,Two year,Electronic check,Yes,No,0
CUST-00217,66,11,112.95830945975689,1345.7324906404433,Month-to-month,Electronic check,No,No,1
CUST-00218,69,53,38.42198992963593,2209.658013114186,Month-to-month,Bank transfer,Yes,Yes,0
CUST-00219,29,46,63.68600365571266,3062.696522146038,One year,Bank transfer,Yes,Yes,0
CUST-00220,56,30,59.23821009327213,1919.418811603372,One year,Credit card,Yes,No,0
CUST-00221,19,57,60.521512329927866,3636.002193312325,Month-to-month,Mailed check,No,No,1
CUST-00222,20,18,32.552418122787586,589.2600796738793,Two year,Mailed check,No,No,0
CUST-00223,66,51,101.36157259807193,5273.6046564743765,Month-to-month,Credit card,No,Yes,1
CUST-00224,54,48,23.576624301493524,1160.6997294300988,One year,Credit card,No,No,0
CUST-00225,66,66,72.8226607727157,4447.643373790196,Month-to-month,Electronic check,No,Yes,1
CUST-00226,34,8,86.18783880446912,647.1747096080097,One year,Credit card,Yes,Yes,0
CUST-00227,66,22,40.74694380588772,900.6224616742819,Month-to-month,Mailed check,Yes,Yes,1
CUST-00228,19,6,110.58501920987956,612.4501339509056,One year,Mailed check,No,Yes,1
CUST-00229,19,57,103.8549207024793,6470.240902319785,Two year,Bank transfer,Yes,No,0
CUST-00230,45,36,67.10837294839253,2419.345186607632,Month-to-month,Electronic check,No,No,1
CUST-00231,40,57,61.11489323401387,3400.0037583286617,One year,Bank transfer,Yes,No,0
CUST-00232,54,49,43.656792521110006,1992.6659389829965,Month-to-month,Electronic check,No,No,1
CUST-00233,49,45,92.99932246449636,4115.108892050297,Two year,Bank transfer,No,No,0
CUST-00234,50,66,33.174379963196415,2102.9911461569386,Two year,Electronic check,Yes,Yes,0
CUST-00235,18,45,88.02377538437831,3634.620037179967,One year,Credit card,No,Yes,0
CUST-00236,36,20,104.24569861184136,2279.6471452668948,One year,Mailed check,Yes,No,0
CUST-00237,19,64,42.84715759170237,2613.321822750965,Two year,Credit card,No,No,0
CUST-00238,61,67,106.64274028987562,7417.247998189922,Month-to-month,Electronic check,Yes,No,0
CUST-00239,43,3,23.332319943950846,64.27572334702897,Month-to-month,Electronic check,Yes,No,1
CUST-00240,49,54,111.27873853865253,6505.602683627635,One year,Bank transfer,Yes,Yes,0
CUST-00241,23,64,31.836222785129802,2074.4998061517504,Month-to-month,Electronic check,No,No,1
CUST-00242,49,40,84.57591779380326,3489.1774590161444,Two year,Credit card,No,Yes,0
CUST-00243,21,59,45.00824689139418,2805.14148347865,One year,Electronic check,Yes,Yes,0
CUST-00244,28,55,103.65523911696138,5821.803617341116,Month-to-month,Electronic check,No,No,1
CUST-00245,34,62,71.23003609154665,4037.2652001003107,Month-to-month,Bank transfer,Yes,Yes,0
CUST-00246,55,4,33.524119124650134,132.20792672370067,Month-to-month,Electronic check,Yes,No,1
CUST-00247,41,60,77.09915713259784,4405.78207723077,One year,Bank transfer,No,Yes,0
CUST-00248,22,30,60.78826101969831,1818.8031353072406,Month-to-month,Mailed check,Yes,Yes,0
CUST-00249,69,2,86.14478166131012,168.9928080996571,Month-to-month,Bank transfer,No,Yes,1
CUST-00250,51,62,108.19032847634595,7145.864158248647,One year,Electronic check,No,Yes,0
CUST-00251,23,49,60.938913118341844,2834.943199856936,Two year,Mailed check,Yes,Yes,0
CUST-00252,39,9,48.988067953385965,414.5537803702204,Two year,Electronic check,No,No,0
CUST-00253,28,31,21.45150945276088,725.9219765172243,Two year,Bank transfer,No,Yes,0
CUST-00254,65,61,77.48390378598748,5151.4478160869,One year,Credit card,No,No,0
CUST-00255,33,48,60.227476743143356,3176.2323207729373,Month-to-month,Mailed check,Yes,No,0
CUST-00256,50,25,57.464921901482874,1456.2704708531141,Two year,Credit card,No,Yes,0
CUST-00257,26,36,38.29353212842125,1271.9057505685003,Month-to-month,Credit card,No,No,1
CUST-00258,23,8,63.00553451912743,542.3685508923413,One year,Mailed check,Yes,Yes,0
CUST-00259,33,58,118.44419535833683,6382.1681172252565,One year,Credit card,Yes,No,0
CUST-00260,46,45,49.77541536722443,2085.6072722345507,Two year,Credit card,Yes,No,0
CUST-00261,20,62,79.97044134081003,4654.130128260859,Month-to-month,Credit card,Yes,Yes,0
CUST-00262,37,39,97.64868813156667,3925.1517916154053,Month-to-month,Credit card,No,No,1
CUST-00263,53,58,94.91578231765317,5072.632468190579,One year,Mailed check,Yes,No,0
CUST-00264,36,64,52.877428749259074,3572.5050976843877,Month-to-month,Electronic check,Yes,No,1
CUST-00265,43,44,81.08600835168504,3252.5717574146406,Two year,Credit card,Yes,Yes,0
CUST-00266,20,29,107.12646852701572,2864.624978588326,One year,Mailed check,No,No,0
CUST-00267,36,59,21.544742773307796,1254.4846229877223,One year,Mailed check,No,No,0
CUST-00268,37,71,63.57343568433076,4404.6368785428485,Two year,Mailed check,No,Yes,0
CUST-00269,49,9,42.42734182419053,419.24471259308945,One year,Mailed check,Yes,No,0
CUST-00270,24,6,58.8632290398839,386.15671825706283,Month-to-month,Bank transfer,No,Yes,1
CUST-00271,69,29,61.598960797524164,1675.5012496641364,Month-to-month,Electronic check,Yes,No,0
CUST-00272,58,58,94.6670964786637,5981.192146658293,One year,Electronic check,No,No,0
CUST-00273,50,17,29.382187239544315,518.7040389654704,Two year,Credit card,Yes,No,0
CUST-00274,57,16,71.25839031325106,1119.3480392835265,One year,Mailed check,Yes,Yes,0
CUST-00275,56,3,76.41947917987453,240.24592015829975,Two year,Bank transfer,Yes,No,0
CUST-00276,35,21,69.41576035518044,1574.390542870649,Month-to-month,Mailed check,Yes,Yes,0
CUST-00277,57,64,93.18732530627202,5582.462380201811,Month-to-month,Credit card,Yes,Yes,1
CUST-00278,18,36,58.37912559068474,1973.8616757612867,Month-to-month,Electronic check,No,No,1
CUST-00279,28,62,114.49670636400761,6969.201260722532,One year,Credit card,No,No,0
CUST-00280,45,42,68.18034425389413,2674.127114097264,Month-to-month,Credit card,Yes,Yes,1
CUST-00281,42,42,77.12139096147976,3148.661163675816,Month-to-month,Credit card,No,No,1
CUST-00282,67,61,102.55308233467494,6438.019627492911,One year,Credit card,No,No,0
CUST-00283,40,13,47.523610593112245,656.4591793250264,Month-to-month,Credit card,Yes,No,0
CUST-00284,48,11,27.520202876280244,290.73049210436074,One year,Credit card,Yes,No,0
CUST-00285,47,54,90.77839783624825,4688.040783890495,Month-to-month,Credit card,Yes,Yes,1
CUST-00286,59,16,68.30118555483787,1153.960652456304,Month-to-month,Electronic check,No,No,1
CUST-00287,52,8,109.65042509589948,856.3305609366545,Month-to-month,Electronic check,No,Yes,1
CUST-00288,24,59,118.26800487224341,7422.264554496222,Two year,Mailed check,Yes,Yes,0
CUST-00289,33,57,59.91093505747292,3751.8944884365737,Month-to-month,Mailed check,Yes,Yes,0
CUST-00290,43,40,61.543901625966086,2697.9215195010383,Month-to-month,Bank transfer,No,Yes,1
CUST-00291,65,59,60.79626022057264,3703.690302622169,Month-to-month,Bank transfer,No,Yes,1
CUST-00292,69,2,52.45541097309261,102.29252503370192,Month-to-month,Electronic check,No,Yes,1
CUST-00293,66,10,98.16870977663974,896.3764980063322,Two year,Electronic check,Yes,Yes,0
CUST-00294,19,44,95.89957624907277,4420.467718066323,Month-to-month,Bank transfer,No,No,1
CUST-00295,18,11,67.86448705505248,817.8707612206108,Two year,Electronic check,No,No,1
CUST-00296,65,2,24.466121637889877,44.704345406809864,Month-to-month,Bank transfer,Yes,Yes,1
CUST-00297,29,50,50.95593015130734,2296.1596711246184,Two year,Mailed check,No,No,0
CUST-00298,22,12,49.23030465548375,629.9639196301786,One year,Electronic check,Yes,No,0
